nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price,flag_airbnb,flag_starbucks,valor_unitario_pred,cambio_porcentual
PUEBLO NUEVO ALTO,10910,1931.638593,19.304243,-99.25302857,Magdalena Contreras,CDMX,1,0,600,,,2093.4085,8%
SAN PEDRO ZACATENCO (PBLO),7730,2122.536262,19.50650986,-99.12192032,Gustavo A. Madero,CDMX,13,0,4091.384615,,,2302.981007,9%
EX-HACIENDA EL ROSARIO,2000,2343.315789,19.49621683,-99.20978684,Azcapotzalco,CDMX,5,0,249.4,,,2546.734515,9%
LEYES DE REFORMA 3A SECCION I,9700,1985.326771,19.38061037,-99.06860709,Iztapalapa,CDMX,3,0,449.3333333,,,2157.723301,9%
SAN FRANCISCO TETECALA (PBLO),2000,2491.42667,19.48087994,-99.19117268,Azcapotzalco,CDMX,40,0,476.95,,,2716.518047,9%
ARAGON LA VILLA (ARAGON),7940,2148.535759,19.47961869,-99.11503691,Gustavo A. Madero,CDMX,19,0,784.4736842,,,2342.779678,9%
LINDAVISTA I,7730,4111.150493,19.49066591,-99.13254702,Gustavo A. Madero,CDMX,36,3,495.3888889,,,4483.14053,9%
SAN ANTONIO (FRACC),2000,2355.775591,19.48010729,-99.20494897,Azcapotzalco,CDMX,10,0,358.4,,,2570.744849,9%
LA ERA,9830,1972.581713,19.3395317,-99.05466424,Iztapalapa,CDMX,2,0,240,,,2153.520555,9%
DEPORTIVA PENSIL,11970,2950.802014,19.44989927,-99.20203783,Miguel Hidalgo,CDMX,245,0,2186.546939,,,3222.951805,9%
SAN LORENZO ATEMOAYA (PBLO),16750,1653.975247,19.24366413,-99.10020059,Xochimilco,CDMX,10,0,2537.3,,,1806.523909,9%
NUEVO SAN RAFAEL (BARR),2010,2354.24,19.48905669,-99.18796779,Azcapotzalco,CDMX,11,0,491.2727273,,,2575.191948,9%
SAN JUAN JOYA (PJE),9880,1994.976991,19.33653722,-99.06566226,Iztapalapa,CDMX,8,0,276.875,,,2182.633121,9%
MINAS DE CRISTO,1180,1655.004556,19.37987806,-99.20037443,Álvaro Obregón,CDMX,21,0,971.4761905,,,1811.027245,9%
LOS REYES (BARR),2000,2355,19.48547447,-99.18226478,Azcapotzalco,CDMX,12,0,384.6666667,,,2580.404376,10%
EL BOSQUE SECCION TORRES,1140,1788.36,19.39320576,-99.195787,Álvaro Obregón,CDMX,52,0,982.4807692,,,1962.015874,10%
LA GUADALUPE,10820,1972.80906,19.30658443,-99.23171213,Magdalena Contreras,CDMX,17,0,2005.764706,,,2166.86371,10%
DEL VALLE I,3100,7678.251294,19.39795199,-99.16553701,Benito Juárez,CDMX,524,5,1134.480916,,,8445.942622,10%
VALLE ESCONDIDO,14600,3101.744755,19.27860569,-99.14362415,Tlalpan,CDMX,35,2,651.6857143,,,3413.601341,10%
PROVIDENCIA III,7950,2048.54,19.48679328,-99.07202605,Gustavo A. Madero,CDMX,1,0,450,,,2256.157355,10%
PROVIDENCIA I,7560,2048.54,19.48170422,-99.07278683,Gustavo A. Madero,CDMX,1,0,267,,,2256.742188,10%
CAMPESTRE ARAGON II,7960,2041.86,19.48310728,-99.08112239,Gustavo A. Madero,CDMX,0,0,0,,,2252.723734,10%
RINCON LAS HADAS-VILLA ROYALE-FUENTES Y ARCONADA COAPA,14399,3155.352435,19.2961877,-99.12338688,Tlalpan,CDMX,49,2,577.8571429,,,3482.041578,10%
FUENTES Y PEDREGAL DE TEPEPAN,14643,1771.522149,19.27009709,-99.14988323,Tlalpan,CDMX,17,0,517.2941176,,,1955.261267,10%
PROVIDENCIA (AMPL),7560,2048.54,19.47857024,-99.07004975,Gustavo A. Madero,CDMX,2,0,273.5,,,2261.593151,10%
ANAHUAC II,11320,4608.943614,19.44096709,-99.17697163,Miguel Hidalgo,CDMX,348,2,4019.847701,,,5089.959997,10%
CAMPESTRE ARAGON I,7930,2041.86,19.48792994,-99.07880856,Gustavo A. Madero,CDMX,1,0,214,,,2256.911566,11%
JACARANDAS,9830,1943.508451,19.34699202,-99.05135755,Iztapalapa,CDMX,2,0,947.5,,,2151.259519,11%
TLATILCO (U HAB),2800,2487.878824,19.46279916,-99.16392858,Azcapotzalco,CDMX,48,0,895.2916667,,,2754.15499,11%
LIBERTAD,2020,2322.434585,19.47856576,-99.17766604,Azcapotzalco,CDMX,11,0,680.8181818,,,2574.586197,11%
PETROLERA,2480,2362.54,19.48529726,-99.19934296,Azcapotzalco,CDMX,20,0,412.55,,,2619.28915,11%
SAN BARTOLO CAHUALTONGO (PBLO),2070,2362.54,19.48183029,-99.20024135,Azcapotzalco,CDMX,20,0,410.45,,,2619.295861,11%
7 DE NOVIEMBRE,7840,2126.505874,19.45957128,-99.11975349,Gustavo A. Madero,CDMX,22,0,647,,,2357.834224,11%
LA PRADERA II (U HAB),7570,2048.54,19.47186364,-99.06410058,Gustavo A. Madero,CDMX,5,0,352,,,2275.957486,11%
LA PRADERA,7560,2048.54,19.47541143,-99.06671436,Gustavo A. Madero,CDMX,5,0,327.4,,,2276.036103,11%
EL CAPULIN (AMPL),1110,1563.16,19.39712821,-99.20908548,Álvaro Obregón,CDMX,6,0,737.3333333,,,1738.699491,11%
SAN RAFAEL,2010,2354.24,19.48654804,-99.18771296,Azcapotzalco,CDMX,20,0,448.6,,,2619.173941,11%
MALVINAS MEXICANAS,7920,2048.54,19.47019681,-99.06362259,Gustavo A. Madero,CDMX,6,0,358.3333333,,,2280.808981,11%
GUADALUPE PROLETARIA,7760,2044.791965,19.52161808,-99.15554428,Gustavo A. Madero,CDMX,6,0,656.6666667,,,2279.855565,11%
LA CRUZ,10810,1921.640196,19.30856998,-99.23450135,Magdalena Contreras,CDMX,12,0,1380.75,,,2144.502461,12%
PROVIDENCIA II,7560,2048.004224,19.48413449,-99.06751318,Gustavo A. Madero,CDMX,7,0,244.2857143,,,2286.045191,12%
ISIDRO FABELA II (ORIENTE),14049,2036.951341,19.300506,-99.17042535,Tlalpan,CDMX,83,0,766.0843373,,,2276.000716,12%
REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA,14399,3085.478347,19.29983715,-99.12280731,Tlalpan,CDMX,44,2,595.3181818,,,3457.627099,12%
PRESIDENTES 1RA (AMPL),1259,1545.37,19.37640986,-99.22484364,Álvaro Obregón,CDMX,6,0,2790.166667,,,1732.139026,12%
PRESIDENTES,1290,1545.37,19.37804759,-99.22189457,Álvaro Obregón,CDMX,6,0,2772.666667,,,1732.194953,12%
VASCO DE QUIROGA,7440,2009.44874,19.4943962,-99.09424193,Gustavo A. Madero,CDMX,1,0,690,,,2255.390361,12%
CERRO DE LA ESTRELLA II,9900,1956.284311,19.32177939,-99.07853105,Iztapalapa,CDMX,11,0,435.9090909,,,2196.740085,12%
ANAHUAC MARIANO ESCOBEDO,11320,4507.590354,19.44456286,-99.1813692,Miguel Hidalgo,CDMX,342,2,1520.026316,,,5068.718538,12%
LOMAS QUEBRADAS,10000,1935.814162,19.31527542,-99.24066876,Magdalena Contreras,CDMX,19,0,964.0526316,,,2179.936294,13%
LOMAS DE AXOMIATLA,1050,2373.927092,19.34265588,-99.25230704,Álvaro Obregón,CDMX,58,1,611.0517241,,,2677.972466,13%
CASAS ALEMAN (AMPL) II,7969,1993.89,19.47841696,-99.08680023,Gustavo A. Madero,CDMX,0,0,0,,,2252.723734,13%
ACUEDUCTO,1100,1547.353163,19.39796907,-99.20539044,Álvaro Obregón,CDMX,8,0,638.875,,,1748.757615,13%
AZTLAN-APACHES (U HAB),16600,2191.28,19.28612711,-99.10598286,Xochimilco,CDMX,8,1,4018.125,,,2477.587167,13%
CASAS ALEMAN (AMPL) I,7960,1993.89,19.47729809,-99.08156877,Gustavo A. Madero,CDMX,1,0,444,,,2256.17653,13%
PRESIDENTES 2DA (AMPL),1160,1545.37,19.37407171,-99.22782018,Álvaro Obregón,CDMX,10,0,3438.1,,,1749.555296,13%
SINDICATO MEXICANO DE ELECTRICISTAS,2000,2285.759483,19.47420755,-99.17874294,Azcapotzalco,CDMX,14,0,726.9285714,,,2589.054043,13%
LOMAS DE  PADIERNA II,14260,1703.708334,19.29337288,-99.22101222,Tlalpan,CDMX,12,0,569.8333333,,,1930.734685,13%
BELISARIO DOMINGUEZ,14310,2450,19.29028594,-99.15590122,Tlalpan,CDMX,45,1,680.0666667,,,2776.688831,13%
ERMITA ZARAGOZA (U HAB) I,9360,1891.709461,19.36314788,-98.9978889,Iztapalapa,CDMX,1,0,1502,,,2144.615707,13%
LIBERALES DE 1857,1110,1545.18,19.39353287,-99.21240264,Álvaro Obregón,CDMX,9,0,598.8888889,,,1753.757139,13%
BARRANCA SECA,10910,1868.682436,19.30634867,-99.23931895,Magdalena Contreras,CDMX,8,0,1176.75,,,2125.667464,14%
GALEANA,1400,1547.886393,19.37090649,-99.22424855,Álvaro Obregón,CDMX,12,0,2899.333333,,,1761.020562,14%
EL CARACOL,4739,4268.102549,19.30425439,-99.16350913,Coyoacán,CDMX,80,3,958.7125,,,4858.285676,14%
EL ARBOLILLO 1 (U HAB),7240,1985.67,19.5300045,-99.14788151,Gustavo A. Madero,CDMX,2,0,350,,,2261.348671,14%
PRADOS DEL ROSARIO,2410,2226.12,19.50362987,-99.20951084,Azcapotzalco,CDMX,3,0,453.3333333,,,2536.339312,14%
SAN FELIPE DE JESUS I,7570,1980.55,19.49727852,-99.06838599,Gustavo A. Madero,CDMX,1,0,285,,,2256.684664,14%
SAN FELIPE DE JESUS II,7550,1980.55,19.49169381,-99.07779072,Gustavo A. Madero,CDMX,1,0,214,,,2256.911566,14%
ERMITA ZARAGOZA (U HAB) II,9230,1880.56,19.36748378,-98.99687956,Iztapalapa,CDMX,0,0,0,,,2144.544078,14%
POPULAR STA TERESA,14280,1699.51,19.30104522,-99.22410153,Tlalpan,CDMX,15,0,860.3333333,,,1944.421508,14%
AMPLIACION PETROLERA,2460,2353.03,19.48294324,-99.1948792,Azcapotzalco,CDMX,35,0,454.7714286,,,2692.230249,14%
SAN FELIPE DE JESUS III,7510,1980.55,19.49886211,-99.07648433,Gustavo A. Madero,CDMX,3,0,371.3333333,,,2266.152229,14%
SAN FELIPE DE JESUS IV,7570,1980.55,19.49398439,-99.07143396,Gustavo A. Madero,CDMX,3,0,316.3333333,,,2266.327999,14%
SANTIAGO ATEPETLAC,7670,1991.130077,19.52418742,-99.16042898,Gustavo A. Madero,CDMX,6,0,648.1666667,,,2279.882729,15%
TESMIC (RDCIAL),16400,1549.08,19.2427186,-99.10578055,Xochimilco,CDMX,4,0,3229,,,1775.082955,15%
REACOMODO EL CUERNITO,1220,1509.196793,19.38285753,-99.2085476,Álvaro Obregón,CDMX,4,0,436.5,,,1729.917426,15%
GUERRERO III,6300,4347.390421,19.44266827,-99.14598608,Cuauhtémoc,CDMX,269,2,901.0334572,,,4985.509177,15%
GERTRUDIS SANCHEZ 2A SECCION,7839,1981.83,19.46653563,-99.09982967,Gustavo A. Madero,CDMX,5,0,528.2,,,2275.394384,15%
SAN PEDRO EL CHICO,7920,1981.83,19.4711696,-99.09787661,Gustavo A. Madero,CDMX,5,0,428.8,,,2275.712048,15%
CUAUHTEMOC,6500,10937.15908,19.42979083,-99.16902575,Cuauhtémoc,CDMX,1403,5,1533.868852,,,12564.65218,15%
LOS REYES (PBLO),4330,3018.179602,19.33593084,-99.15588151,Coyoacán,CDMX,77,1,736.8831169,,,3473.301068,15%
ADOLFO LOPEZ MATEOS,5280,2183.41,19.36415936,-99.29526629,Cuajimalpa,CDMX,32,0,881.34375,,,2513.982315,15%
LETRAN VALLE,3650,4694.694388,19.37599692,-99.1556256,Benito Juárez,CDMX,183,3,805.6557377,,,5414.65339,15%
SANTA LUCIA (BARR),2000,2329.361696,19.48008521,-99.19609818,Azcapotzalco,CDMX,34,0,436.5294118,,,2687.416812,15%
JARDINES DEL AJUSCO,14410,1706.379726,19.2870162,-99.21423952,Tlalpan,CDMX,20,0,584.9,,,1969.660418,15%
PORTALES IV,3000,3316.954585,19.35942276,-99.14900935,Benito Juárez,CDMX,139,1,791.2230216,,,3829.26483,15%
CENTRO VIII,6080,7461.260112,19.43066694,-99.14657003,Cuauhtémoc,CDMX,594,5,1367.732323,,,8623.949189,16%
LA SANTISIMA (BARR),16500,1534.221236,19.26375717,-99.09438271,Xochimilco,CDMX,2,0,375,,,1774.460325,16%
BELLA VISTA,1000,1683.332,19.39674241,-99.19332928,Álvaro Obregón,CDMX,49,0,988.0408163,,,1947.382899,16%
1RA VICTORIA SECCION BOSQUES,1150,1788.36,19.38782563,-99.1974462,Álvaro Obregón,CDMX,74,0,944.6486486,,,2069.314957,16%
MIRASOLES (U HAB),9980,1856.447696,19.31316488,-99.07576921,Iztapalapa,CDMX,1,0,350,,,2148.29728,16%
TORRES DE PADIERNA,14600,1657.940759,19.28101974,-99.22823182,Tlalpan,CDMX,10,0,1141.8,,,1919.163317,16%
AMADO NERVO,5000,2183.41,19.36830231,-99.29520154,Cuajimalpa,CDMX,35,0,1186.685714,,,2527.621707,16%
GERTRUDIS SANCHEZ 1A SECCION,7830,1981.83,19.46938421,-99.10435571,Gustavo A. Madero,CDMX,9,0,638.4444444,,,2294.529005,16%
SANTIAGO ATZACOALCO (PBLO),7430,1948.5,19.49620004,-99.09709067,Gustavo A. Madero,CDMX,2,0,657.5,,,2260.36596,16%
GERTRUDIS SANCHEZ 3A SECCION,7880,1981.83,19.46149318,-99.1017218,Gustavo A. Madero,CDMX,10,0,478.7,,,2299.911254,16%
SAN LORENZO (BARR),16600,1528.792577,19.26599935,-99.09582049,Xochimilco,CDMX,2,0,375,,,1774.460325,16%
GRAL A ROSALES,1230,1592.7836,19.37794038,-99.24602119,Álvaro Obregón,CDMX,29,0,953.0689655,,,1850.059954,16%
EJIDOS DE SAN PEDRO MARTIR I (NORTE),14650,1694.968372,19.27210201,-99.15683265,Tlalpan,CDMX,20,0,519.05,,,1969.870862,16%
SAN JUAN XALPA I,9860,1847.264721,19.33793565,-99.08363737,Iztapalapa,CDMX,1,0,266,,,2148.565728,16%
MARTIRES DE RIO BLANCO (AMPL),7880,1981.83,19.46194113,-99.10638179,Gustavo A. Madero,CDMX,12,0,683.25,,,2309.001022,17%
ARAGON INGUARAN,7880,1981.83,19.47073691,-99.10740727,Gustavo A. Madero,CDMX,12,0,657.0833333,,,2309.084645,17%
CUCHILLA LA JOYA,7890,1981.83,19.45815035,-99.11104701,Gustavo A. Madero,CDMX,12,0,558.75,,,2309.3989,17%
CUAUHTEMOC PENSIL,11520,2970.45,19.44528243,-99.19418881,Miguel Hidalgo,CDMX,299,0,8105.725753,,,3467.108947,17%
LEYES DE REFORMA 1A SECCION,9700,1855.99,19.35994122,-99.07008394,Iztapalapa,CDMX,5,0,787.8,,,2166.385096,17%
DEL OBRERO,7440,1948.5,19.50021407,-99.09140176,Gustavo A. Madero,CDMX,5,0,768,,,2274.628029,17%
FAJA DE ORO,7860,1981.83,19.46652134,-99.10524958,Gustavo A. Madero,CDMX,13,0,648.1538462,,,2313.984918,17%
MARTIRES DE RIO BLANCO,7890,1981.83,19.45996458,-99.11370562,Gustavo A. Madero,CDMX,13,0,609.9230769,,,2314.107096,17%
LA PRADERA I (U HAB),7500,1944.66475,19.47415473,-99.06277686,Gustavo A. Madero,CDMX,4,0,340,,,2271.1241,17%
PIEDAD NARVARTE,3000,4752.609394,19.40330356,-99.15393902,Benito Juárez,CDMX,353,2,756.1671388,,,5557.467399,17%
LA JOYA,7890,1981.83,19.45683908,-99.10898734,Gustavo A. Madero,CDMX,14,0,548.0714286,,,2319.176497,17%
GUELATAO DE JUAREZ I (U HAB),9230,1838.84,19.38660336,-99.04263572,Iztapalapa,CDMX,2,0,323.5,,,2153.253705,17%
MANZANASTITLA,5270,2125.980692,19.36618914,-99.29800326,Cuajimalpa,CDMX,28,0,899.25,,,2494.438149,17%
DEL MAESTRO,2000,2213.86,19.48246656,-99.18216967,Azcapotzalco,CDMX,16,0,441.75,,,2599.708891,17%
EMILIANO ZAPATA (AMPL),7860,1981.83,19.46398241,-99.10572586,Gustavo A. Madero,CDMX,16,0,644.4375,,,2328.612001,17%
COOPERATIVA CEHUAYO,1540,1545.932014,19.35839547,-99.24301658,Álvaro Obregón,CDMX,22,0,663.1363636,,,1816.884376,18%
SAN JUANICO NEXTIPAC (PBLO),9938,2448.016607,19.37387009,-99.11760592,Iztapalapa,CDMX,10,1,492.4,,,2877.226979,18%
LOMAS DE SANTO DOMINGO (AMPL),1100,1499.73,19.39428319,-99.20213932,Álvaro Obregón,CDMX,11,0,765.4545455,,,1762.968297,18%
SAN JOAQUIN,11270,2548.79,19.45380357,-99.20877476,Miguel Hidalgo,CDMX,57,1,883.2105263,,,2996.76993,18%
EJIDOS DE SAN PEDRO MARTIR II (SUR),14640,1654.641067,19.26757345,-99.1585622,Tlalpan,CDMX,15,0,525.6666667,,,1945.491039,18%
JUAN ESCUTIA III,9230,1835.013661,19.38683137,-99.03240332,Iztapalapa,CDMX,3,0,265.3333333,,,2158.311329,18%
PEDREGAL 2 (CONJ HAB),10720,1914.67,19.30744457,-99.22888259,Magdalena Contreras,CDMX,35,0,1395.742857,,,2256.50446,18%
BELISARIO DOMINGUEZ,7890,1981.83,19.46267915,-99.11085419,Gustavo A. Madero,CDMX,18,0,757.6111111,,,2337.99379,18%
NUEVA TENOCHTITLAN,7980,1982.188636,19.45656977,-99.1038436,Gustavo A. Madero,CDMX,18,0,508.3888889,,,2338.790257,18%
REAL DEL MONTE,1125,1499.73,19.39600961,-99.20190164,Álvaro Obregón,CDMX,13,0,1120.615385,,,1771.576742,18%
GUADALUPE PROLETARIA (AMPL),7680,1916.098023,19.52159041,-99.15212124,Gustavo A. Madero,CDMX,3,0,866.6666667,,,2264.569238,18%
AMPLIACION RAMOS MILLAN,8740,1883,19.38710699,-99.09786924,Iztacalco,CDMX,6,0,424.6666667,,,2226.507165,18%
NIO JESUS (BARR),14090,2450,19.28617194,-99.16163805,Tlalpan,CDMX,70,1,621.8,,,2898.668425,18%
RESIDENCIAL INSURGENTES SUR (U HAB),14430,2357.936779,19.27891724,-99.17237447,Tlalpan,CDMX,48,1,679.6875,,,2791.305249,18%
FERNANDO CASAS ALEMAN,7960,1981.83,19.45249999,-99.0959227,Gustavo A. Madero,CDMX,21,0,892.4285714,,,2352.178145,19%
LOS REYES (PBLO),9890,1846.453758,19.3460065,-99.10952834,Iztapalapa,CDMX,10,0,490.1,,,2191.695166,19%
TRES ESTRELLAS,7820,1981.83,19.47221424,-99.11116109,Gustavo A. Madero,CDMX,21,0,739.2857143,,,2352.667561,19%
EX-ESCUELA DE TIRO,7960,1981.83,19.45323929,-99.09969012,Gustavo A. Madero,CDMX,22,0,880.1818182,,,2357.089019,19%
PALMAS,1110,1483.05,19.37631268,-99.21283614,Álvaro Obregón,CDMX,11,0,364.7272727,,,1764.248946,19%
LA JOYITA,7890,1981.83,19.46551396,-99.11680369,Gustavo A. Madero,CDMX,22,0,715.3636364,,,2357.615746,19%
BONDOJITO,7860,1981.83,19.46676264,-99.11089516,Gustavo A. Madero,CDMX,22,0,668.5909091,,,2357.765223,19%
ARBOLEDAS POLITOCO,1150,1510.290185,19.363226,-99.24556578,Álvaro Obregón,CDMX,18,0,596.8333333,,,1797.609326,19%
EL PIRUL,1130,1481.074541,19.38032499,-99.24025377,Álvaro Obregón,CDMX,11,0,633.0909091,,,1763.391306,19%
LOMAS DE SANTO DOMINGO,1100,1499.73,19.39517683,-99.20154067,Álvaro Obregón,CDMX,16,0,1076.5,,,1786.332932,19%
TABLAS DE SAN AGUSTIN,7890,1981.83,19.46455833,-99.1125676,Gustavo A. Madero,CDMX,23,0,664.5652174,,,2362.649824,19%
LAS PEAS II,9830,1800.576527,19.34027556,-99.0493897,Iztapalapa,CDMX,1,0,230,,,2148.680777,19%
EMILIANO ZAPATA,7889,1981.83,19.46141462,-99.11778041,Gustavo A. Madero,CDMX,24,0,717.375,,,2367.352789,19%
SAN JOSE DE LA ESCALERA,7640,1918.317284,19.52560284,-99.16431979,Gustavo A. Madero,CDMX,9,0,447.5555556,,,2295.13905,20%
PETROLERA TAXQUEA,4400,2858.206356,19.33843151,-99.13267885,Coyoacán,CDMX,66,1,645.3484848,,,3420.004506,20%
CERRO PRIETO,7960,1981.83,19.45271672,-99.09828707,Gustavo A. Madero,CDMX,25,0,802.96,,,2371.951011,20%
FRANCISCO VILLA,9960,1793.408902,19.33702917,-99.05907799,Iztapalapa,CDMX,1,0,250,,,2148.616861,20%
SANTA ROSA,7620,1918.44,19.52358712,-99.16922387,Gustavo A. Madero,CDMX,10,0,462.8,,,2299.962067,20%
JOYAS VALLEJO (U HAB),7620,1918.44,19.52943649,-99.17270847,Gustavo A. Madero,CDMX,10,0,399.3,,,2300.165001,20%
SANTA CRUZ XOCHITEPEC (PBLO),16500,1518.008801,19.25729242,-99.1287494,Xochimilco,CDMX,12,0,671.3333333,,,1822.230654,20%
PEDREGAL DE STA URSULA XITLA,14630,1660.865011,19.27365912,-99.17822014,Tlalpan,CDMX,25,0,401.16,,,1994.606293,20%
LA TURBA,13270,1619.3,19.29559656,-99.05813864,Tlahuac,CDMX,4,0,470,,,1946.169678,20%
JESUS DEL MONTE,5260,2091.918267,19.36680997,-99.29378246,Cuajimalpa,CDMX,34,0,1303.441176,,,2522.376843,21%
ANGEL ZIMBRON,2080,2753.097422,19.46740333,-99.18908268,Azcapotzalco,CDMX,24,1,762.125,,,3323.19808,21%
SAN JUAN 2A AMPLIACIN (PJE),9860,1794.64,19.33766269,-99.06984771,Iztapalapa,CDMX,5,0,256.4,,,2168.08335,21%
VERGEL DE COYOACAN-VERGEL DEL SUR,14360,2926.667047,19.30222546,-99.13739581,Tlalpan,CDMX,61,2,690.0163934,,,3540.143963,21%
JUAREZ,6600,11217.94025,19.42822869,-99.16052083,Cuauhtémoc,CDMX,1188,8,1460.047138,,,13574.08248,21%
PORTALES II,3300,3043.363669,19.36709592,-99.14856736,Benito Juárez,CDMX,109,1,756.1009174,,,3683.225012,21%
PORTALES III,3300,3115.346987,19.3631547,-99.14894491,Benito Juárez,CDMX,127,1,749.007874,,,3770.938917,21%
REFORMA IZTACCIHUATL NORTE,8900,2001,19.38658583,-99.1298822,Iztacalco,CDMX,47,0,625.2553191,,,2425.607272,21%
SAN JOSE DE LOS CEDROS II,5000,2225.319016,19.36672265,-99.28756828,Cuajimalpa,CDMX,70,0,1162.457143,,,2698.209875,21%
10 DE ABRIL,11289,2947.74,19.44872253,-99.20877488,Miguel Hidalgo,CDMX,177,1,2321.282486,,,3576.782373,21%
SAN LUCAS (BARR),4000,3535.228769,19.34763515,-99.1532054,Coyoacán,CDMX,246,1,1065.073171,,,4295.575516,22%
NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),14399,2837.084958,19.29569869,-99.12038184,Tlalpan,CDMX,43,2,610.8604651,,,3452.705694,22%
EL OLIVO,7950,1852.598503,19.47359728,-99.08664842,Gustavo A. Madero,CDMX,1,0,300,,,2256.636726,22%
SAN JUAN CERRO (PJE),9858,1762.19247,19.34601652,-99.08007523,Iztapalapa,CDMX,1,0,250,,,2148.616861,22%
LA RETAMA,5230,2014.27,19.37507377,-99.2890657,Cuajimalpa,CDMX,21,0,1428.095238,,,2458.645912,22%
GARCIMARRERO REACOMODO,1210,1470.86,19.36662783,-99.23545777,Álvaro Obregón,CDMX,18,0,570.5,,,1797.693483,22%
NEXTENGO (BARR),2000,2748.99,19.47469249,-99.18826266,Azcapotzalco,CDMX,32,1,555.96875,,,3362.830799,22%
VICTORIA DE LAS DEMOCRACIAS,2800,2235.303756,19.46845385,-99.16416181,Azcapotzalco,CDMX,44,0,855.2272727,,,2734.796087,22%
LA ARAA,1500,1476.84,19.36350442,-99.24042295,Álvaro Obregón,CDMX,20,0,484.65,,,1807.711314,22%
FUENTES DE AZCAPOTZALCO-PARQUES DE AZCAPOTZALCO (U HAB),2000,2748.99,19.47504567,-99.18971471,Azcapotzalco,CDMX,33,1,574.8787879,,,3367.642101,23%
GARCIMARRERO,1210,1471.091045,19.36540725,-99.23705802,Álvaro Obregón,CDMX,19,0,571.3157895,,,1802.562611,23%
DEL NIO JESUS (BARR),4330,3128.122622,19.34043235,-99.1589628,Coyoacán,CDMX,152,1,1172.967105,,,3837.287581,23%
LOS CEDROS,1500,1476.84,19.36394133,-99.23861872,Álvaro Obregón,CDMX,21,0,502,,,1812.527602,23%
PEDREGAL DE LA ZORRA,4600,2753.52,19.30635445,-99.16006718,Coyoacán,CDMX,60,1,1108.783333,,,3389.293044,23%
LOMAS ESTRELLA 2A SECC II,9890,2325.675199,19.31601876,-99.09321887,Iztapalapa,CDMX,7,1,461.7142857,,,2862.709838,23%
LOS REYES (AMPL),9890,1762.908185,19.34517949,-99.10279837,Iztapalapa,CDMX,6,0,409.8333333,,,2172.464741,23%
25 DE JULIO,7570,1833.008176,19.49565238,-99.08147544,Gustavo A. Madero,CDMX,2,0,857,,,2259.728396,23%
TRES FUENTES (U HAB),14390,2795.98,19.29825151,-99.1219379,Tlalpan,CDMX,42,2,578.2857143,,,3447.938061,23%
SANTA CRUZ ACAYUCAN (PBLO),2770,2159.84,19.47559072,-99.19458817,Azcapotzalco,CDMX,31,0,469.9677419,,,2672.694743,24%
UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,13319,1565.426888,19.30651048,-99.04829775,Tlahuac,CDMX,3,0,383.3333333,,,1941.574912,24%
EL ROSEDAL II,4300,2799.007605,19.33869206,-99.15011311,Coyoacán,CDMX,77,1,761.7662338,,,3473.221546,24%
CUADRANTE DE SAN FRANCISCO,4320,3513.224221,19.34265685,-99.16366835,Coyoacán,CDMX,260,1,1209.915385,,,4363.316923,24%
TRIUNFO DE LA REPUBLICA,7070,1822.642051,19.49171791,-99.10943857,Gustavo A. Madero,CDMX,3,0,298.6666667,,,2266.384458,24%
JARDINES DE LA PALMA (HUIZACHITO),5000,2622.922119,19.37036912,-99.28033965,Cuajimalpa,CDMX,45,1,958.0222222,,,3262.608989,24%
LOS SAUCES (FRACC),4940,3227.097143,19.30390683,-99.11648843,Coyoacán,CDMX,48,2,706.0416667,,,4017.658468,24%
ATENOR SALAS,3000,3981.34497,19.40302784,-99.14779163,Benito Juárez,CDMX,231,2,820.6623377,,,4962.909567,25%
EBANO (U HAB),5100,1999.032243,19.37427309,-99.28862162,Cuajimalpa,CDMX,28,0,1428.214286,,,2492.74768,25%
DANIEL GARZA (AMPL),11870,2114.321457,19.40894175,-99.19354318,Miguel Hidalgo,CDMX,124,0,980.2258065,,,2637.326996,25%
PARAJE SAN JUAN,9839,1744.82,19.34177655,-99.07170965,Iztapalapa,CDMX,7,0,258.8571429,,,2177.818968,25%
NUEVA ATZACOALCO III,7440,1803.02,19.49344919,-99.08878702,Gustavo A. Madero,CDMX,1,0,1500,,,2252.801755,25%
LA TORTUGA XOLALPA-HCO COLEGIO MILITAR,14653,1548.988684,19.26652487,-99.14700715,Tlalpan,CDMX,13,0,502.7692308,,,1935.820744,25%
CAMPAMENTO 2 DE OCTUBRE I,8930,1771,19.38478526,-99.11393405,Iztacalco,CDMX,4,0,1028.5,,,2214.833957,25%
AHUATENCO,5039,1958.330881,19.36447758,-99.3011631,Cuajimalpa,CDMX,19,0,766.2631579,,,2451.017531,25%
FRANCISCO VILLA (U HAB),2400,2596.924153,19.4965325,-99.20516045,Azcapotzalco,CDMX,9,1,426.2222222,,,3251.19553,25%
GOLONDRINAS 1RA SECCION,1270,1373.544821,19.38036702,-99.21207985,Álvaro Obregón,CDMX,2,0,363,,,1720.408847,25%
